timestamp,frame_id,cctv_name,state,avg_speed,vehicle_count,lane_count,accident
2026-04-22 11:18:09,1154,[수도권제2순환선(봉담동탄)] 필봉산터널(동탄),JAM,1.59,6,3,False
2026-04-22 11:18:12,18,[수원광명선] 수원 구봉산터널,JAM,1.94,2,0,False
2026-04-22 11:18:15,57,[수원광명선] 수원 구봉산터널,JAM,1.97,4,0,False
2026-04-22 11:18:18,92,[수원광명선] 수원 구봉산터널,CONGESTION,2.88,2,0,False
2026-04-22 11:18:21,123,[수원광명선] 수원 구봉산터널,CONGESTION,2.64,3,2,False
2026-04-22 11:18:25,163,[수원광명선] 수원 구봉산터널,CONGESTION,2.8,4,2,False
2026-04-22 11:18:28,199,[수원광명선] 수원 구봉산터널,CONGESTION,2.88,4,2,False
2026-04-22 11:18:31,225,[수원광명선] 수원 구봉산터널,CONGESTION,2.94,3,2,False
2026-04-22 11:18:34,252,[수원광명선] 수원 구봉산터널,CONGESTION,2.84,4,2,False
2026-04-22 11:18:37,283,[수원광명선] 수원 구봉산터널,CONGESTION,2.83,3,2,False
2026-04-22 11:18:41,320,[수원광명선] 수원 구봉산터널,CONGESTION,2.74,2,2,False
2026-04-22 11:18:44,359,[수원광명선] 수원 구봉산터널,CONGESTION,2.71,3,2,False
2026-04-22 11:18:47,397,[수원광명선] 수원 구봉산터널,CONGESTION,2.41,5,2,False
2026-04-22 11:18:50,437,[수원광명선] 수원 구봉산터널,CONGESTION,2.62,3,2,False
2026-04-22 11:18:54,476,[수원광명선] 수원 구봉산터널,CONGESTION,2.45,4,2,False
2026-04-22 11:18:57,516,[수원광명선] 수원 구봉산터널,CONGESTION,2.36,5,2,False
2026-04-22 11:19:00,552,[수원광명선] 수원 구봉산터널,CONGESTION,2.41,5,2,False
2026-04-22 11:19:03,589,[수원광명선] 수원 구봉산터널,CONGESTION,2.4,5,2,False
2026-04-22 11:19:07,621,[수원광명선] 수원 구봉산터널,CONGESTION,2.45,6,2,False
2026-04-22 11:19:10,662,[수원광명선] 수원 구봉산터널,CONGESTION,2.46,4,2,False
2026-04-22 11:19:13,705,[수원광명선] 수원 구봉산터널,CONGESTION,2.42,4,2,False
2026-04-22 11:19:16,744,[수원광명선] 수원 구봉산터널,CONGESTION,2.48,3,2,False
2026-04-22 11:19:20,783,[수원광명선] 수원 구봉산터널,CONGESTION,2.42,4,2,False
2026-04-22 11:19:23,825,[수원광명선] 수원 구봉산터널,CONGESTION,2.42,3,2,False
2026-04-22 11:19:26,866,[수원광명선] 수원 구봉산터널,CONGESTION,2.5,4,2,False
2026-04-22 11:19:29,902,[수원광명선] 수원 구봉산터널,CONGESTION,2.48,5,2,False
2026-04-22 11:19:32,940,[수원광명선] 수원 구봉산터널,CONGESTION,2.57,5,2,False
